"survey","object","distance","obs","mas","has","observed"
"Apr 95",1339,27,"TJS",101,2,1
"Apr 95",1340,32,"TJS",101,2,1
"Apr 95",1341,67,"TJS",101,2,1
"Apr 95",1342,88,"TJS",101,2,1
"Apr 95",1343,89,"TJS",112,2,1
"Apr 95",1344,46,"TJS",112,2,1
"Apr 95",1345,75,"TJS",112,2,1
"Apr 95",1346,39,"TJS",112,2,1
"Apr 95",1347,68,"TJS",112,2,1
"Apr 95",1348,74,"TJS",112,2,1
"Apr 95",1256,16,"TJS",123,2,1
"Apr 95",1257,22,"TJS",123,2,1
"Apr 95",1258,69,"TJS",123,2,1
"Apr 95",1259,29,"TJS",123,2,1
"Apr 95",1260,28,"TJS",123,2,1
"Apr 95",1261,32,"TJS",123,2,1
"Apr 95",1262,39,"TJS",123,2,1
"Apr 95",1263,46,"TJS",123,2,1
"Apr 95",1264,78,"TJS",123,2,1
"Apr 95",1349,32,"TJS",134,2,1
"Apr 95",1350,48,"TJS",134,2,1
"Apr 95",1351,70,"TJS",134,2,1
"Apr 95",1352,21,"TJS",134,2,1
"Apr 95",1353,56,"TJS",134,2,1
"Apr 95",1354,54,"TJS",134,2,1
"Apr 95",1355,69,"TJS",134,2,1
"Apr 95",1265,39,"TJS",145,2,1
"Apr 95",1356,36,"TJS",145,2,1
"Apr 95",1357,29,"TJS",145,2,1
"Apr 95",1358,49,"TJS",145,2,1
"Apr 95",1359,16,"TJS",145,2,1
"Apr 95",1360,60,"TJS",145,2,1
"Apr 95",1361,48,"TJS",145,2,1
"Apr 95",1266,39,"TJS",292,5,1
"Apr 95",1267,52,"TJS",292,5,1
"Apr 95",1268,69,"TJS",292,5,1
"Apr 95",1269,48,"TJS",292,5,1
"Apr 95",1270,90,"TJS",292,5,1
"Apr 95",1271,52,"TJS",292,5,1
"Apr 95",1272,6,"TJS",292,5,1
"Apr 95",1273,19,"TJS",292,5,1
"Apr 95",1274,62,"TJS",292,5,1
"Apr 95",1275,73,"TJS",292,5,1
"Apr 95",1276,19,"TJS",282,5,1
"Apr 95",1362,64,"TJS",282,5,1
"Apr 95",1363,21,"TJS",282,5,1
"Apr 95",1364,31,"TJS",282,5,1
"Apr 95",1365,68,"TJS",282,5,1
"Apr 95",1366,85,"TJS",282,5,1
"Apr 95",1367,27,"TJS",282,5,1
"Apr 95",1368,76,"TJS",282,5,1
"Apr 95",1369,95,"TJS",269,4,1
"Apr 95",1370,21,"TJS",269,4,1
"Apr 95",1371,48,"TJS",269,4,1
"Apr 95",1372,52,"TJS",269,4,1
"Apr 95",1373,65,"TJS",269,4,1
"Apr 95",1374,19,"TJS",269,4,1
"Apr 95",1375,41,"TJS",269,4,1
"Apr 95",1376,39,"TJS",269,4,1
"Apr 95",1377,23,"TJS",269,4,1
"Apr 95",1277,85,"TJS",254,4,1
"Apr 95",1278,48,"TJS",254,4,1
"Apr 95",1279,51,"TJS",254,4,1
"Apr 95",1280,100,"TJS",254,4,1
"Apr 95",1281,26,"TJS",254,4,1
"Apr 95",1282,64,"TJS",254,4,1
"Apr 95",1283,21,"TJS",242,4,1
"Apr 95",1284,35,"TJS",242,4,1
"Apr 95",1285,75,"TJS",242,4,1
"Apr 95",1286,41,"TJS",242,4,1
"Apr 95",1287,61,"TJS",242,4,1
"Apr 95",1288,65,"TJS",242,4,1
"Apr 95",1289,81,"TJS",242,4,1
"Apr 95",1290,52,"TJS",242,4,1
"Apr 95",1291,32,"TJS",242,4,1
"Apr 95",1378,2,"TJS",242,4,1
"Apr 95",1379,46,"TJS",231,4,1
"Apr 95",1380,52,"TJS",231,4,1
"Apr 95",1381,12,"TJS",231,4,1
"Apr 95",1382,29,"TJS",231,4,1
"Apr 95",1383,32,"TJS",231,4,1
"Apr 95",1384,17,"TJS",231,4,1
"Apr 95",1385,59,"TJS",231,4,1
"Apr 95",1386,75,"TJS",231,4,1
"Apr 95",1387,9,"TJS",215,4,1
"Apr 95",1388,42,"TJS",215,4,1
"Apr 95",1389,38,"TJS",215,4,1
"Apr 95",1390,65,"TJS",215,4,1
"Apr 95",1391,21,"TJS",215,4,1
"Apr 95",1392,18,"TJS",215,4,1
"Apr 95",1435,42,"TJS",203,3,1
"Apr 95",1436,17,"TJS",203,3,1
"Apr 95",1437,8,"TJS",203,3,1
"Apr 95",1438,14,"TJS",203,3,1
"Apr 95",1439,56,"TJS",203,3,1
"Apr 95",1440,17,"TJS",203,3,1
"Apr 95",1441,65,"TJS",203,3,1
"Apr 95",1442,90,"TJS",203,3,1
"Apr 95",1443,75,"TJS",203,3,1
"Apr 95",1444,48,"TJS",203,3,1
"Apr 95",1445,72,"TJS",203,3,1
"Apr 95",1446,29,"TJS",203,3,1
"Apr 95",1447,21,"TJS",203,3,1
"Apr 95",1393,19,"TJS",191,3,1
"Apr 95",1394,16,"TJS",191,3,1
"Apr 95",1395,23,"TJS",191,3,1
"Apr 95",1396,36,"TJS",191,3,1
"Apr 95",1397,11,"TJS",191,3,1
"Apr 95",1398,17,"TJS",191,3,1
"Apr 95",1399,29,"TJS",191,3,1
"Apr 95",1400,65,"TJS",191,3,1
"Apr 95",1401,49,"TJS",191,3,1
"Apr 95",1402,72,"TJS",191,3,1
"Apr 95",1403,56,"TJS",191,3,1
"Apr 95",1404,41,"TJS",191,3,1
"Apr 95",1448,65,"TJS",179,3,1
"Apr 95",1449,23,"TJS",179,3,1
"Apr 95",1450,19,"TJS",179,3,1
"Apr 95",1451,33,"TJS",179,3,1
"Apr 95",1452,22,"TJS",179,3,1
"Apr 95",1453,39,"TJS",179,3,1
"Apr 95",1454,68,"TJS",179,3,1
"Apr 95",1405,42,"TJS",167,3,1
"Apr 95",1406,68,"TJS",167,3,1
"Apr 95",1407,51,"TJS",167,3,1
"Apr 95",1408,71,"TJS",167,3,1
"Apr 95",1409,37,"TJS",167,3,1
"Apr 95",1410,42,"TJS",167,3,1
"Apr 95",1411,78,"TJS",157,3,1
"Apr 95",1412,52,"TJS",157,3,1
"Apr 95",1413,56,"TJS",157,3,1
"Apr 95",1414,60,"TJS",157,3,1
"Apr 95",1455,75,"TJS",157,3,1
"Apr 95",1456,84,"TJS",157,3,1
"Apr 95",1457,17,"TJS",157,3,1
"Apr 95",1458,25,"SGF",207,3,1
"Apr 95",1459,42,"SGF",207,3,1
"Apr 95",1460,74,"SGF",207,3,1
"Apr 95",1461,45,"SGF",198,3,1
"Apr 95",1462,55,"SGF",198,3,1
"Apr 95",1463,110,"SGF",198,3,1
"Apr 95",1464,17,"SGF",198,3,1
"Apr 95",1415,90,"SGF",181,3,1
"Apr 95",1416,7,"SGF",181,3,1
"Apr 95",1417,39,"SGF",167,3,1
"Apr 95",1418,18,"SGF",155,3,1
"Apr 95",1419,61,"SGF",155,3,1
"Apr 95",1420,14,"SGF",155,3,1
"Apr 95",1421,10,"SGF",155,3,1
"Apr 95",1465,86,"SGF",142,2,1
"Apr 95",1466,48,"SGF",142,2,1
"Apr 95",1467,90,"SGF",142,2,1
"Apr 95",1468,34,"SGF",142,2,1
"Apr 95",1469,32,"SGF",131,2,1
"Apr 95",1470,44,"SGF",131,2,1
"Apr 95",1471,21,"SGF",131,2,1
"Apr 95",1472,70,"SGF",131,2,1
"Apr 95",1473,11,"SGF",121,2,1
"Apr 95",1474,62,"SGF",121,2,1
"Apr 95",1475,71,"SGF",121,2,1
"Apr 95",1476,9,"SGF",121,2,1
"Apr 95",1477,33,"SGF",121,2,1
"Apr 95",1422,36,"SGF",111,2,1
"Apr 95",1423,16,"SGF",111,2,1
"Apr 95",1424,12,"SGF",111,2,1
"Apr 95",1425,39,"SGF",111,2,1
"Apr 95",1426,86,"SGF",99,2,1
"Apr 95",1427,38,"SGF",15,0,1
"Apr 95",1428,70,"SGF",15,0,1
"Apr 95",1478,52,"SGF",25,0,1
"Apr 95",1479,80,"SGF",25,0,1
"Apr 95",1480,75,"SGF",25,0,1
"Apr 95",1481,120,"SGF",25,0,1
"Apr 95",1482,75,"SGF",36,1,1
"Apr 95",1483,39,"SGF",36,1,1
"Apr 95",1484,26,"SGF",36,1,1
"Apr 95",1485,12,"SGF",48,1,1
"Apr 95",1429,55,"SGF",61,1,1
"Apr 95",1430,68,"SGF",61,1,1
"Apr 95",1431,82,"SGF",61,1,1
"Apr 95",1432,110,"SGF",61,1,1
"Apr 95",1433,88,"SGF",74,1,1
"Apr 95",1434,38,"SGF",74,1,1
